text,label,notes
"I loved watching Obsession in a packed theater. The collective gasps, jumps, and nervous laughter created the kind of tension-filled atmosphere that reminds you why horror plays best in a theater. It’s rare for a film to hold an audience in that kind of shared tension from start to finish. Overall, Obsession turns a seemingly simple premise into a nerve-rattling exploration of love, control, and unintended consequences. It’s unsettling, unpredictable, and proof that sometimes the most terrifying thing isn’t the supernatural force behind a wish, but the human desire that made the wish in the first place.",critique,
"Like the Philippou Brothers, who also came from YouTube to make the horror hit 'Talk to Me', Barker has a passion for the visceral repulsion of head-smashing and in one particularly nasty scene, knows how to make the aftermath even harder to watch, and listen to, than the event itself. His shocks are brutally efficient but as a director of mostly shorts, he’s still yet to master pace. There’s something a little indulgent about the film’s 108-minute length, which in the last act adds bagginess to what could have been a tightier, punchier horror. Barker is no by means alone with this issue in the genre, though, and he’s got time to figure that out with super-producer Jason Blum signing Barker up this week. It’s the kind of dream ascent that any film-maker would wish for.",critique,
"Obsession doesn't have a particularly surprising plot, but the way it's shot is innovative. Utilising his meagre resources to the max, Barker pulls off at least one impressive and gory jump scare that is sure to shock audiences. Sincere, fresh and darkly funny (Bear's call to the ""One Wish Willow"" helpline is hilarious), this is an impressive film from Barker that begs the question, ""What could he accomplish if he had a proper budget?"" Be careful what you wish for.",critique,
"Obsession takes you on a wild ride. While Monkey’s Paw scenarios often yield predictable outcomes, and this outcome is practically telegraphed from the start, Barker manages to surprise with the journey itself. And it’s one insane journey paved with blood-soaked violence and no shortage of nightmare fuel. Barker acknowledges other wish-fulfillment horror, like Wishmaster in a throwaway line, but puts his stamp on the niche subgenre with frightening flair.",critique,
"In the workplace, this would be called progress. On the screen, it’s a setback. Everyone, even Miranda, is a bit too, well, nice in “The Devil Wears Prada 2.” We should relish every Streep performance. It’s been five years since she had a major role in a movie; a once constant joy of moviegoing has turned infrequent. I wouldn’t begrudge anyone who just wants to see her and these actors together again. But the movie, well stocked in Prada, could have used a bit more of Streep’s unflappable devil.",critique,
"Costume designer Molly Rogers replicates the first film’s ethos of bland but easily marketable looks, with plenty of corsets worn over crisp, white shirts and a T-bar necklace permanently around Andy’s neck. To the film’s credit, there’s also real style tucked into the periphery, as characters breeze past Richard Quinn florals and Lady Gaga, still in her Tim Burton demon era, performs on a runway of models in loose, patterned Seventies gowns and oversized hats. It’s a compromise. But, then, that’s what The Devil Wears Prada 2 has turned out to be all about – it’s artistry snuck in beneath the commerce.",critique,
"In 2006, The Devil Wears Prada had no conception of being a time capsule for the golden days of magazine publishing — the might of Runway (and by extension, Miranda) was accepted as an rock-solid fact. The sequel’s choice to engage so directly with the way things have changed for the industry is technically a smart one. Except that after devoting so much screen time to the harsh truths about the state of “#content,” McKenna and director David Frankel still want a happy ending, and the one they come up with is a real deus ex machina move.",critique,
"So, yeah, this sequel has its moments of fun. It may also serve some as a sobering reminder of how change no longer moves at a glacial pace since Andy Sachs first entered the glass doors of Runway and learned the ropes. Once upon a time, this sequel would have been the highlight of Fox’s release year, making millions that would have been funneled into a wide variety of other projects. Now, it’s ultimately destined to be just another thumbnail on a streamer, algorithmically nestled between a NatGeo doc on penguins and either a Star Wars or a Marvel franchise entry. Oh, don’t be ridiculous, some might say. Everyone wants this. Do we, really?",critique,
"By design, “Jay Kelly” strikes an uneasy balance between moving forward and being stuck in the past. The long and emotionally imprecise flashbacks are meant to act as headwinds for a story about a man careening out of control, but none of them crackle with Baumbach’s usual wit, and all of them suffer from a slightly elevated tone that only serves the “unreality” of Jay’s life by making every part of it even harder to believe.",critique,
"As a filmmaker, Baumbach is sharp enough to call out the clichés of his trade, but also generous enough to put them to good use anyway. Regardless of context, Clooney is always better dressed and more flatteringly lit than everyone around him: even sitting on a bouncy TGV with a bottle of mineral water, he looks like he’s in an ad for San Pellegrino. At one point, Jay irritably explains the secret to making an audience cry is for the actor not to cry, and then a few minutes later makes you cry by doing just that. The final scene is a knockout, and pushes the conceit almost to breaking point; then goes beyond it, and gets away with it. Bravo, Jay. Sorry, George. Or whoever.",critique,
"Everybody loves George Clooney, and rightly so. His performances in films such as Michael Clayton, Out of Sight and Ocean’s Eleven have been a joy, and as an elegant public figure he has more or less single-handedly underwritten the continuing currency of Hollywood classiness. But in this dire, sentimental and self-indulgent film, he has the look of a man who has found strychnine in his Nespresso pod and can’t remember which of the cupboards in his luxury hotel suite contains the antidote.",critique,
"Like Cary Grant and Gary Cooper, two stars whose names are invoked here, Clooney seldom strays too far in his movies from his long-established persona as the handsome everyman. However, if he is playing yet another variation on himself in Jay Kelly, at least he’s doing so in a far more raw and revealing way than he has ever done before. That’s why a film that looks in its early scenes as if it’s going to be unbearably smug ultimately tugs so hard on the heartstrings.",critique,
"what distinguishes Jay Kelly is also what drives Jay Kelly: the Teflon charisma of Clooney himself. Almost none of the incidents and memories that cut into Jay’s sense of self are dramatic or sensational in their own right. He’s not a neglectful monster. He clearly loves his kids. He means well. He wants the people around him to have their own lives. The cross-section of ordinary citizens who wind up in the same train car with him clearly adore him, and he’s very outgoing and pleasant with everybody, even heroic at times. Jay is a good guy! He likes being liked. So the possibility that at the end of it all he might have robbed the people around him of their own lives is a powerful notion we ourselves might find as hard to accept as he does; Clooney plays it all so cool that he and the movie both sneak up on us. This is the role of a lifetime, on many levels. And he delivers the performance of his life.",critique,
"Why The Great Dictator is my favorite film
Discussion
In general, I don't have favorites as such. What's your favorite song? I can't pick just one song. There are just so many and they're all good for so many different reasons. But The Great Dictator with Charlie Chaplin is my favorite film. Here's why.

It's genuinely funny. Really funny. Not like ""Hm, that's funny."" funny but ""HA HA HA!"" funny. The scene where Chaplin does Hinkel, as he orates his speech, kills me. Charlie Chaplin doesn't speak German. It just sounds like German. That's not easy to do. At least not like how he does it. It's comedic genius. And they don't feel the need to spell out the joke every time like they tend to do now. After his vicious tirade against the Jews done in mock German, the narrator says ""His excellency comments on the Jewish people."" It's funny for what is not said. He made silent films well into the time of ""talkies"". But he's so funny out loud. It's a wonder he didn't do more. He's funny, charming and he has a very nice speaking voice. He could've had a career doing voice work. But this was his only talking picture.",critique,
Perfect Blue is one of the worst highly rated movies I've ever watched.,hot take,
"“it was out of ownership over her” you got it, the perspective of the stalker. Thats what idols face ? the movie puts us in an idols shoes. Someone who’s entire life is dependent on appearances and being controlled. The manager cried because she projected onto her client (the main character), which leads to the twist. Did you miss the entire twist of the movie and how Mima was never in control?

this movie puts you into the shoes of the dark side of the idol industry better than anything thats ever been made, it doesn’t glorify anything

the editing and directing is supposed to make you feel lost and lose track of time, making you feel what Mima feels. But its never because if ghosts or even mental illness, its because of outside factors forced upon her. Want a promotion? Do this. Want a career? Film this scene. The people that are supposed to care about you? Nope the manager used her to project her own career failures.",critique,
"The main point I will raise is that Perfect Blue is not just a critique of the ""industry"", it's specificity a critique and reflection of Japanese idol culture of the era. It demonstrates the dark side of how fans, management and idols themselves view the industry and people in it. It is a common path for young girls who started in the obsessive world of clean-cut idols to try and shed that persona and move into more ""respectable"" acting roles and other parts of the entertainment industry. Perfect Blue shows a lot of what is wrong with both sides of those industries, and what it does to the young women trying to find their ""identity"", while contending with everyone else in their life who have their own image of what their ""identity"" should be.

Also, raising that the director is a male is a really irrelevant and degrading argument for disliking the film. Perfect Blue is not a ""rape fantasy"" and never presents itself as that. It's belittling to filmmakers and their work when you decide that certain people are not allowed to tell certain stories.",critique,
"Crime 101 (Bart Layton, 2026): I love crime movies. I watch all genres, sure, but like - everyone has that specific genre or subgenre they're partial to, and me? I love a good crime tale. I was born in the early 90s and so grew up with a fairly steady stream of these mid-budget, stacked-cast crime drama and/or thrillers, and I really miss that era. Movies like Gone Baby Gone, Mystic River, Training Day, Cop Land, etc. Now, Crime 101 is in no way at the level of those movies, or other classics from that era, but it did give me a slightly warm, nostalgic feeling just to get this type of movie at all. And it's...good. There's really not much to say about it; it's a stylishly directed crime thriller with solid performances across the board from its star-studded cast. It's close to 2 and a half hours, so I assumed it would get tedious, but honestly it's pretty watchable throughout. It's a little unfocused - it pursues a lot of various subplots, some of which it just forgets about for large chunks of the film. It reminded me of a much baggier version of The Town, as a point of reference. The other thing that really dragged this down for me is that the script has characters act out of their character as a matter of plot convenience, increasingly so as it ramps towards its unsatisfying conclusion - so while it's enjoyable, it ends on a whimper rather than a bang. So, I would probably recommend you just watch a better crime thriller, if you need something new, this will fit the bill and ultimately do the job. 3/5",critique,
"he Holdovers. This century's Dead Poet's Society


Upvote
1.9K

Downvote

Reply

Chessh2036
•
9mo ago
I was so bummed when Paul didn’t win Best Actor but can’t argue with Cillian.


Upvote
268

Downvote

Reply

u/No-Helicopter-3790 avatar
No-Helicopter-3790
•
9mo ago
I love Cillian's work in Oppenheimer but I do think Giamatti gave the better and more dynamic performance. Giamatti also had a lot more to work with, script-wise. I know that's maybe an unpopular opinion but I stand by it.

In any other year where he wasn't going up against Oppenheimer I think he takes it.",reaction,
"Prey (2022)

I was expecting it to be another “turn your brain off” Predator movie, but it had me on the edge of my seat the entire time.",reaction,
"Maybe it’s because I don’t watch many animated movies, but Spider-Verse, its sequel, and Flow are absolute gems that really stood out then and for some time.


Upvote
1.1K

Downvote

Reply

u/PornoPichu avatar
PornoPichu
•
9mo ago
I loved Flow. I’ll never watch it ever again. Knowing the movie would obviously make the experience different for me, but I was so fucking tense and on edge the entire movie. When it ended, I just cried. For like a lot of reasons. I think primarily just to release all the tension that had built up. But like, every little thing in that movie really just got to me. I think a major part of it is because I have a dopey black cat and I just know he wouldn’t be able to survive through any of that and I was just probably thinking about him the whole time.

Either way, great movie, but just too draining for me. I had to go to sleep early after haha. Glad my household didn’t go see it at our local theater, I would have been a wreck in public lol",reaction,
"1917; so beautiful, captivating and well shot!


Upvote
351

Downvote

Reply

u/jasonandhiswords avatar
jasonandhiswords
•
9mo ago
This was my first thought, too, but I think this one was 2018 or 2019. It's absolutely incredible, though",reaction,
"The Banshees of Inisherin - Something about this one just clicked for me. Can't quite put my finger on what it was exactly.


Upvote
1.3K

Downvote

Reply

Ex_Lives
•
9mo ago
This movie has one of the most powerful scenes of casual dialogue I can ever remember. I don't know why it hit me so hard.

He's in the middle of a meltdown talking about someone talking shit at the tavern and his sister asks ""They weren't talking about me were they?""

And it paused his meltdown and he says ""Who would have a bad word to say about you Siobhan?"" He says it so casually like she's crazy for thinking that and she takes it as this sweet compliment.

It comes and goes in a flash but I don't know why it stuck with me. Movies great. Beautiful location too.",reaction,
"
The Wild Robot.


Upvote
908

Downvote

Reply

Salzberger
•
9mo ago
My kids made us go see that at the cinema. We weren't ready, lol.


Upvote
147

Downvote

Reply

u/CambridgeRunner avatar
CambridgeRunner
•
9mo ago
‘Sure, I’ll take you to see this kids’ film, I’m sure I’ll find it entertaining enough OH MY GOD MY HEART’",reaction,
"Zone of interest.
I’m German in my mid 40s and in school we watched every movie imaginable that dealt with nazi germany and the holocaust. And I considered myself rather used to the topic and it didn’t have much of an emotional impact on me. Like for example, ""Der Untergang"" was completely boring and uninteresting to me and I can’t grasp how this got so much public interest.

But zone of interest shook me to the core. It made me so angry… so fucking angry. I can’t remember if I had been so angry anytime in my entire life. And in my opinion that’s what great movies do, they make you feel. Not necessarily anger, but raw emotion and I there haven’t been many movies that did it that well for me than this one.",reaction,
"I’m the child of a history fan (always a documentary on) and military family that participated in WWII. I was just done with WWII films and documentaries, I just thought there was nothing new to bring to the table. Then my partner was assigned Zone of Interest for a class on sound.

That movie has changed me. The sound, the actors, the visuals… I always understood things before but I’d never gotten deeply upset at WWII because it was so far removed from when I was born. I’ve tried to get everyone I know to watch the movie.",reaction,
"Shoplifters by Kore-eda. A movie that questions the concept of family. Also, Portrait of a Lady on Fire by Celine Sciamma. A quiet, beautiful love story.",reaction,
"Guess I'm on my own, I thought both Dunes were great and rewatch them pretty regularly, the music is fantastic as well IMO.",reaction,
"Sinners - the dance scene blew my mind


Upvote
296

Downvote

Reply

dnotive
•
9mo ago
I came here to say Sinners. There are very few scripts in recent memory that have felt as tightly written as that one was. Everything about it felt like textbook good writing in terms of pacing and payoffs. I was pleasantly astonished at literally every point in the story.",reaction,
"Jojo Rabbit. Hilariously funny one moment, then devastatingly sad the next. It's a fantastic film.


Upvote
283

Downvote

Reply

Atalung
•
9mo ago
2019 so a little outside the window but also the last of Taika Waititis good movies. If you haven't seen it Hunt for the Wilderpeople is really good too!",reaction,
"The Substance.

The absolute minute of pure silence in the packed screening, once the credits began to roll. We all just took a moment to fully take in what we’d just experienced.",reaction,
"Promising Young Woman - it really stayed with my afterwards.

Incredible performance from Carey Mulligan.


Upvote
179

Downvote

Reply

Plenty-Daikon1240
•
9mo ago
Yes, I commented that one too before seeing your comment. A movie everybody should watch",reaction,
"Weapons, sinners, sorry baby... this year alone. All these films are familiar stories told in very compelling ways.

Oppenheimer was top notch acting and music.

If you like top gun 2, you'll probably like f1.

Top gun 2 didn't wow me, but to each their own.

There are plenty of movies every year that are really good, but most movie going public only go to see blockbusters. Just about everything that was mentioned was at least interesting, so lots to choose from.",reaction,
"Hundreds of Beavers


Upvote
153

Downvote

Reply

u/vancesmi avatar
vancesmi
•
9mo ago
I almost skipped this because it was playing on a particularly cold and rainy night and I was already drained from work. So glad I powered through for it. 

It took the audience a few minutes to warm up to the film, but by the end it was just nonstop gut busting laughter from the whole place.",reaction,
"Civil war

The zone of interest

1917

All super depressing, sorry! For a more uplifting one, try Marcel the Shell with Shoes On

Edit: I guess the thing these movies have in common is I can genuinely say I’ve never seen anything quite like any of them.",reaction,
Everything Everywhere All at Once stuck in my mind the longest. Def also had the most conversation in our group that went to see it compared to things like Oppenheimer,reaction,
"Weapons was good.


Upvote
253

Downvote

Reply

u/YellowSpoon123 avatar
YellowSpoon123
•
9mo ago
I thought that too. Also Sinners and the Invisible Man remake.


Upvote
77

Downvote

Reply


7 more replies
AlphonzInc
•
9mo ago
Just saw it an hour ago. Lots of fun.


Upvote
7

Downvote

Reply

u/Brap_Zanigan avatar
Brap_Zanigan
•
9mo ago
What a twist. Blew my mind. Loved it. Wife is on the fence. Such a great movie to know nothing about other than the kids disappearing which is in like the first 60 seconds.


Upvote
22

Downvote

Reply


10 more replies
[deleted]
•
9mo ago
I love those kinds of ""theater experience"" type movies. The crowd was gasping at times and laughing at others.

Maybe it got a little silly at the end with the witchcraft and kids slamming through the windows, but there was so much cheering and laughter, just a lot of intense fun.",reaction,
"
For me it's RRR. I didn't watch it for a year thinking it's going to be bad. But how wrong was I, even my wife loved it (she is so hard to please when it comes to movies)


Upvote
71

Downvote

Reply

ProgressUnlikely
•
9mo ago
Now that is a MOVIE. The action scenes were truly EPIC. Visually stunning. Made all the superhero movies look tame as hell.",reaction,
"Twinless. Indy film. Just saw it last week and I thought, wow, what an original film and great acting! Haven't walked out of a movie feeling that in a while.",reaction,
"Poor Things was startling and pretty great.


Upvote
196

Downvote

Reply

u/highonkai avatar
highonkai
•
9mo ago
It was so good I watched the Lobster right after and the Favourite, Killing of a Sacred Deer and Dogtooth in the next 2 weeks",reaction,
"The Life of Chuck. Man the marketing failed on this and I wish more people had seen it. I loved it. Based on a novella by Stephen King and directed by The amazing Mike Flanagan of Netflix Hill House and Usher fame. I love about everything that man does. I think King is brilliant but I prefer his non horror stuff. It stars Tom Hiddleston and Mark Hamill.

It flips the usual structure on its head by telling a man’s life backwards... starting with the end of the world tied to his death, and peeling back layer by layer until we reach his childhood. Instead of being depressing, it felt strangely uplifting. It’s about finding beauty in ordinary moments...dancing on a rooftop, playing drums as a kid, the quiet joys that make a life worth living. Even though it brushes up against death and apocalypse, the story ends up being more about gratitude, memory, and celebrating a single person’s impact",reaction,
"I didn't expect to like Better Man as much as I did because I've never been a fan of Robbie Williams or his music. I was completely surprised by this film and would suggest people watch it even if you don't know a thing about the guy. The movie is more than a biography, it stands on its own as a complete story with a message I think many would resonate with.",reaction,
"Most recent wow movie for me was Sinners. It's really great.


Upvote
31

Downvote

Reply

Earl_E_Byrd
•
9mo ago
Scrolled surprisingly far to find this. It's definitely one of the better films from this year. 

I went in expecting to like it. I was ready for some vampire camp. But I was NOT ready to come out loving it the way I did. Super fun viewing experience, my theater audience was great, good story and characters, some of the best acting I've seen from Michael B, and definitely a new favorite soundtrack. ",reaction,
"Does 2019 count as recent? Parasite caught me by surprise. I don't always like Oscar winning movies but it is an incredible film. The script, pacing, acting... everything is chefs kiss.",reaction,
"28 Years Later

Wife and I watched it last night to enjoy how bad it would be, only to be blown away by the emotional depth and moved by the message.",reaction,
"Anora

Bring Her Back

Kneecap

Bones and All

Aftersun

¡Casa Bonita, mi Amor!

And it's just out of range, but The Sound of Metal

I have a ton of really solid ones to pick from though, it's been a hell of a decade for film thus far.",reaction,
Everything Everywhere All At Once. I've loved movies my entire life and I never expected something so weird and manic to find the level of success it did.,reaction,
Spiderverse movies - that’s where animation is better than live action as it becomes a key storytelling tool. Was blown away,reaction,
"1917 (although it came out in 2019, you did say five years or so). It's a phenomenal movie that I was blown away by, and pretty much the greatest war movie I've ever seen. The emotional impact is staggering",reaction,
Killers of the Flower Moon absolutely blew me away. I didn't think that after all this time a movie could capture me the way it did. I was completely engrossed.,reaction,
"Top Gun: Maverick revived an entire genre. It was must-see a theatrical blockbuster, like they did in the 90s and 2000s.",reaction,
"Poor things!

Went into it completely blind, after a colleague mentioned that she was looking forward to seeing it. And boy howdy, is that an… interesting movie. I even went to see it again shortly before it left theatres. Loved it even more the second time.",reaction,
Mars Express.   A criminally underseen movie.   One of my top 3 films that year and there's almost no discussion of it anywhere ,reaction,
"BEAU IS AFRAID (2023)

Many didn't like it, but I loved it for being so bizarre and telling this story. It's a film that talks about how a toxic relationship with our parents can really destroy us and tells it to you with absurd scenes that you hardly forget.

The ""stage show"" part is visually stunning and the final scene + credits destroyed me emotionally.

I think that the hatred of some is due to the fact that many expected from Ari Aster something more similar to his previous works (Hereditary, Midsommar) but instead they found something exactly opposite.

If you haven't done it, get it because it's really worth it",reaction,
"Warfare (2025)

I wasn't expecting A24 go pull that movie off, but it turned out to be an incredible movie. One of the few recent war films I thought was actually really damn good.",reaction,
It’s not going to win awards but I thought Warfare was incredible. I’ve talked with several people who’ve seen combat and they all have mentioned how real it makes everything. Such an intense movie,reaction,
"Heretic. My wife and I watched it together and are still talking about it, months after watching it. Hugh Grant's performance is immaculate.",reaction,
"Sinners was fantastic for me personally. I know this will sound bad, but I feel like the movies lately have been all ""tell not show,"" and it makes me feel like Im watching plots for morons. Nothing has made me think or feel recently, and I desperately want to.",reaction,
"What movie did you turn off after 20 minutes and why?
Discussion
I’ve realized that life is way too short to sit through a movie just for the sake of finishing it. If a film hasn't given me a reason to care about the characters or the stakes within the first 20 minutes, I’m out.

For me, it was Rebel Moon. It felt like a long ass screensaver with zero soul. I don't care how big the budget is or how much slow motion you use if the writing isn't there, I’m not gonna care and I am not wasting my evening.",reaction,
"After earth is the only movie I’ve ever walked out of


Upvote
3.1K

Downvote

Reply

fox-equinox
•
5mo ago
My late boyfriend left behind a hard drive of thousands of movies, and I promised I would watch all of them. He was a film major. I just watched this movie last night since I'm going through it alphabetically, and oh my god it was so awful. I only did it for love.",reaction,
"Holmes and Watson, starring, Will Ferrell and John C. Reilly. I knew going into it that it was supposed to suck, but I like watching trainwrecks for the fun of it. This was god awful. I can usually finish a movie to the end but this one tested my limits, hard.",reaction,
"I saw it for sale and thought “why haven’t I heard about this movie?” I bought it because it just had to be awesome, right? Will Ferrell and John C Reilly can’t fail in a ridiculous comedy. Step Brothers is one of my favorite movies. Well they failed. It wasn’t remotely funny and seemed like they were trying too hard. I watched the whole thing but I can’t tell you anything about it.",reaction,
"Star Trek: Section 31. I tried for like 15 minutes, before my brain just said, ""nope!"".


Upvote
1.1K

Downvote

Reply

u/albuhhh avatar
albuhhh
•
5mo ago
I'm a fairly hardcore Trekkie who even has time for Nemesis, Insurrection, and The Final Frontier (while freely admitting they are not good movies). Section 31 is the first one I ever punched eject on.",reaction,
"That forgotten Fantastic Four from 2015. I didn’t turn it off but rather fell asleep. It’s so damn boring, nothing grabs your attention.",reaction,
The Camilla Belo Cinderella remake. My wife and I love watching bad movies together but this was another creature altogether.,reaction,
"The second Wonder Woman set in the 80s, whatever its title was. I just couldn’t do it. The slap stick comedy was just so bad. 


Upvote
1.6K

Downvote

Reply

u/wiltony avatar
wiltony
•
5mo ago
I legit thought the campy opening was a parody or something that they were going to transition out of to start the ""real"" movie. Color me surprised that it just kept going. ",reaction,
"Rebel moon was so dull I got up to get something from the kitchen then just forgot I was watching it, came back from other room to see credits rolling.",reaction,
"Avatar the last Airbender movie, good lord it was a piece of shit.


Upvote
1.1K

Downvote

Reply

Upbeat_Tension_8077
•
5mo ago
The scene where it took a whole group of earthbenders to fling a fucking pebble was so pathetic lol",reaction,
"You’d think that just statistically by accident they’d have gotten at least something right, but every single aspect of the movie sucked.

It’s even more impressive when you consider that it is an adaptation so the entire story was literally already written.",reaction,
"The Secrets of Dumbledore. From a drive-in theater. We made it as far as Newt saying ""we have to be as confusing as possible"" and realized immediately that was an in-universe excuse for horrific writing.

I ended up watching the whole thing later on a whim, and yeah. We were right.",reaction,
"The new War of the World's movie. It's so bad....


Upvote
558

Downvote

Reply

Upbeat_Tension_8077
•
5mo ago
I only saw a compilation of Ice Cube's reactions throughout it on YT & I'm sure that's the only way to enjoy it


Upvote
262

Downvote

Reply

LegioX87
•
5mo ago
The whole movie was filmed during COVID isolation and they filmed the entire film via Zoom and Ice Cube doing stuff alone in an empty street to comply with the isolation rules.

They then edited the movie, realised how shit it was and shelved it for years. The only reason they released it was because it was a complete movie Amazon had already paid for years before.",reaction,
"The Dark Tower. What a letdown.


Upvote
217

Downvote

Reply

u/No_Mammoth_4945 avatar
No_Mammoth_4945
•
5mo ago
Imagine a movie with Matthew McConaughey and Idris Elba being bad. Unbelievable writing decisions


Upvote
141

Downvote

Reply


14 more replies
raddit-sux
•
5mo ago
A person near me at the theatre said during the credits, ""Wow. I can't believe ron howard spent his money on that"". That is still my favorite review of the movie.",reaction,
"We made it about an hour in but ""65"", the movie about Kylo Ren time traveling to the Dinosaur age.

It was...not good.


Upvote
1.3K

Downvote

Reply

u/DSice16 avatar
DSice16
•
5mo ago
I went into that movie thinking ""idgaf about the story, future man with dinosaurs? How can that not be fun?"" Well it wasn't fun at all.


Upvote
696

Downvote

Reply

u/ZebraSandwich4Lyf avatar
ZebraSandwich4Lyf
•
5mo ago
Seriously I knew nothing about the movie going into it other than ""modern day people get stuck in prehistoric era"" and thought it'd be awesome.

Nope, it was fucking terrible. Such a fun premise ruined by a colossal lack of creativity.",reaction,
"During Joker: Folie á Deux, my father fast-forwarded the movie mainly because he got annoyed at the singing throughout the thing (keep in mind, that he never was a musical person at all).

And I understand why he skipped through the whole thing....",reaction,
"When I was a kid I went to see Star Wars: Attack of the Clones in theaters with my dad.

He made us leave part-way through the movie after one of the Anakin/Padme scenes. I think after they were rolling in a field? I remember him saying “this isn’t Star Wars.”

Not like I’m a huge fan of Episode II now or anything…but I don’t think it’s all that bad",reaction,
"Live action Mulan, didnt even last 20 min.


Upvote
101

Downvote

Reply

u/adamanlion avatar
adamanlion
•
5mo ago
Yep. The opening pissed me the fuck off. In the cartoon version she's basically a normal girl. She struggles with the military training and almost fails out. It's all about perseverance. In the opening scene of the live action she's floating around with a staff at the age of 8 and already kicking ass. Like wtf, you missed the whole plot! I turned it off right there.",reaction,
The crow(2024). What a horrible movie with a great trailer and lead actor. Something must have been fucked up behind the scenes for that movie to be such a mess,reaction,
I don’t think I made it 20 minutes into the Jurassic World movie where Chris Pratt chases dinosaurs on horseback like a cowboy,reaction,
"The Rock is a terrible actor compared to John Cena and Batista
Discussion
I've been watching lots of movies lately which some involved these 3 actors and I've come to the realization that The Rock is a terrible actor

like he actually doesn't even act he does the same things reactions talk faces for every movie and calls it a day

while on the other hand both John and Batista showed very good acting in recent work they've done

for example Peacemaker John absolutely killed that rule he did a very good job with the character that I doubt Rock can even reach half of it",hot take,
"Wallace and Gromit saved wendslydale cheese. They were going out of business, then one word in ‘A grand day out’ made so much interest from the public that it saved it.",hot take,
"Ray Bans became quite popular after Risky Business.

The Navy became quite popular after Top Gun.",hot take,
"Jaws is the classic answer to this. It created a lot of fear of sharks/ocean.

I think Super Size me shifted people's perspective on fast food. It got McDonalds to ditch the super size branding, and Wendy's to retire the Biggie size branding

Office space made TGIF get rid of their flair, and forced Swing line into actually producing a red stapler. Also increased aggravated violence rates against office equipment

",hot take,
Navy recruitment spiked with Top Gun. The Navy even apparently set up recruiting booths outside movie theaters.,hot take,
"
Splash started the use of Madison as a female given name.


Upvote
840

Downvote

Reply

u/q51 avatar
q51
•
4mo ago
Not a film, but the same is true of Samantha in Bewitched, apparently


Upvote
310

Downvote

Reply

u/mnorri avatar
mnorri
•
4mo ago
Wendy was popularized as a feminine first name because of Peter Pan.


Upvote
293

Downvote

Reply

u/StupidLemonEater avatar
StupidLemonEater
•
4mo ago
The name ""Vanessa"" was entirely invented by Jonathan Swift as a pet name for his lover Esther Vanhomrigh.",hot take,
"St Bernards took a hit with the movie Cujo even though he had rabies in the plot. But Disney's Beethoven movies helped bring it back to positive 


Upvote
183

Downvote

Reply

Silly-Purchase-7477
•
4mo ago
101 Dalmations...... dalmations were wanted and prices sky rocketed. They are very high energy dogs.....soon shelters we're overrun with Dals",hot take,
"It's claimed that undershirt sales plummeted after Clark Gable removed his shirt in 1934's It Happened One Night to reveal he was wearing nothing underneath. Snopes lists the status of this urban legend as ""undetermined.""",hot take,
"Back to the Future probably could have saved DeLorean Motor Company if they hadn't already gone bankrupt


Upvote
804

Downvote

Reply

BattlinBud
•
4mo ago
The joke was even supposed to be that it WAS a shitty car, when Doc Brown says he picked the DeLorean because he wanted the time machine to have ""style"" it's supposed to be funny how out-of-touch he is, and the fact that the car DOES have tons of mechanical problems is a constant thread in all of the movies. But you put a bunch of sci-fi stuff on it and suddenly it looks cool and everybody wants one.",hot take,
"-Final Destination 2 still has people shook about log trucks

-Jaws helped demonize sharks so badly in the immediate aftermath of the movie, I think Peter Benchley stated he regretted writing the book",hot take,
"Apparently Evolution resulted in a notable increase in Head & Shoulders sales, and they didn't even pay for the product placement.",hot take,
"Sticking with the Big Lebowski, the impression that I've always had is that white Russians are way more popular because of that movie, but I'm too young to really be able to compare.",hot take,
"This might be rather niche, but the movie Ladyhawke (1985) featured a beautiful Friesian horse (all black with long, flowing manes and tails). This breed was rare in the US at the time, so when the movie came out, prices for those horses supposedly increased drastically.",hot take,
"The opening, one-shot sequence of the James Bond Film SPECTRE (2015), showcasied a massive Day of the Dead parade around the Zócalo, in Mexico City. The  scene was so iconic it inspired Mexico City to establish an actual annual parade after tourists kept showing up year after year expecting it to be there for real. ",hot take,
"One Flew Over the Cuckoo’s Nest (the film and book) turned public opinion against electroconvulsive therapy and asylums in general

This helped lead to the deinstitutionalization movement which is part of why we have so many mentally ill people living on the streets",hot take,
"Any time there's a movie about a specific animal, there is a short lived spike in demand for that animal followed by high rates of those animals being returned/abandoned in shelters once the trend is over:

happened in the early 90's with Chimp movies, Huskies after Balto, Golden Retrievers for Air Bud, Dalmations for 101 Dalmations, Chihuahuas for Beverly Hills Chihuahua.

same reason many shelters refuse to let people adopt rabbits in the weeks leading up to easter.",hot take,
"What’s interesting is I don’t think bowling got a noticeable bump. But bluegrass music got a huge bump from another Coen Bros movie, Oh Brother Where Art Thou. 

The city of Savannah got a huge bump from Midnight in the Garden of Good and Evil.

If I’m not mistaken, Fight Club led to fight clubs. ",hot take,
Finding Nemo caused everyone and their mom to want a 'Nemo fish'. People who couldn't even care for a beta or guppies wanted a saltwater clownfish or a blue tang. The demand caused an uptake in wild caught clownfish which threatened the population.,hot take,
"Ordinary People suppodsly shifted attitudes around therapy.

Edit: Good movie worth the watch. Yes its real sad.",hot take,
